time_stamp,lat,lon,alt
2026-05-28T03:01:21.545,24.9431775,121.3710318,0.565
2026-05-28T03:01:22.546,24.9431779,121.3710293,0.805
2026-05-28T03:01:23.542,24.9431787,121.3710274,0.867
2026-05-28T03:01:24.540,24.9431801,121.371026,1.147
2026-05-28T03:01:25.542,24.9431798,121.3710212,0.839
2026-05-28T03:01:26.552,24.9431811,121.3710201,1.005
2026-05-28T03:01:27.547,24.9431825,121.3710189,0.813
2026-05-28T03:01:28.550,24.9431833,121.3710187,0.805
2026-05-28T03:01:29.542,24.9431833,121.371017,0.867
2026-05-28T03:01:30.534,24.9431839,121.3710163,0.989
2026-05-28T03:01:31.543,24.9431838,121.3710129,0.74
2026-05-28T03:01:32.534,24.9431845,121.3710098,0.949
2026-05-28T03:01:33.539,24.9431852,121.3710065,1.025
2026-05-28T03:01:34.543,24.9431857,121.3710043,0.836
2026-05-28T03:01:35.544,24.9431868,121.3709978,0.76
2026-05-28T03:01:36.540,24.9431865,121.3709821,0.754
2026-05-28T03:01:37.537,24.9431863,121.3709708,0.785
2026-05-28T03:01:38.547,24.9431853,121.3709535,0.963
2026-05-28T03:01:39.548,24.9431846,121.3709362,0.734
2026-05-28T03:01:40.534,24.9431842,121.3709297,1.087
2026-05-28T03:01:41.539,24.9431836,121.3709273,1.223
2026-05-28T03:01:42.546,24.9431844,121.3709317,1.003
2026-05-28T03:01:43.543,24.9431847,121.3709329,1.068
2026-05-28T03:01:44.551,24.9431851,121.3709374,0.842
2026-05-28T03:01:45.538,24.9431849,121.3709257,1.133
2026-05-28T03:01:46.546,24.9431839,121.3709074,1.065
2026-05-28T03:01:47.537,24.9431829,121.3708891,0.777
2026-05-28T03:01:48.528,24.943182,121.3708714,1.048
2026-05-28T03:01:49.535,24.9431814,121.3708553,0.833
2026-05-28T03:01:50.538,24.9431804,121.3708415,0.799
2026-05-28T03:01:51.546,24.9431793,121.3708258,0.966
